Jenjang;Fakultas;Tipe;Prodi;Jenis_Kelamin;Agama;Tanggal_Lulus;Lama_Studi;Periode_Wisuda;IPK;Jalur_Penerimaan;SPP;Level_UKT;Jenis_UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.58;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.11;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.51;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.43;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.49;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.28;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.73;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.38;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;2.93;Mandiri;32500000;8;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.08;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.28;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;LAINNYA;10-02-2021;3 Tahun 5 Bulan;20203;3.35;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.5;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;2.97;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.53;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.58;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;HINDU;10-02-2021;3 Tahun 5 Bulan;20203;3.02;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;L;BUDHA;10-02-2021;3 Tahun 5 Bulan;20203;3.18;klas int;40000000;9;Non UKT
S-1;KEDOKTERAN;Eksakta;Pendidikan Dokter;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.27;klas int;40000000;9;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;BUDHA;23-02-2021;3 Tahun 5 Bulan;20203;3.85;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;13-04-2021;3 Tahun 7 Bulan;20203;3.69;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;24-02-2021;3 Tahun 5 Bulan;20203;3.59;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;15-07-2021;3 Tahun 10 Bulan;20204;3.86;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;02-07-2021;3 Tahun 10 Bulan;20204;3.5;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-07-2021;3 Tahun 10 Bulan;20204;3.63;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-07-2021;3 Tahun 10 Bulan;20204;3.22;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;27-07-2021;3 Tahun 10 Bulan;20204;3.69;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;05-08-2021;3 Tahun 11 Bulan;20204;3.49;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-07-2021;3 Tahun 10 Bulan;20204;3.34;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;22-04-2021;3 Tahun 7 Bulan;20203;3.54;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;15-10-2021;4 Tahun 1 Bulan;20211;3.75;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;22-04-2021;3 Tahun 7 Bulan;20203;3.59;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;22-07-2021;3 Tahun 10 Bulan;20204;3.55;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;19-08-2021;3 Tahun 11 Bulan;20211;3.62;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;01-07-2021;3 Tahun 10 Bulan;20204;3.34;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;15-03-2021;3 Tahun 6 Bulan;20203;3.53;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;10-03-2021;3 Tahun 6 Bulan;20203;3.49;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;19-07-2021;3 Tahun 10 Bulan;20204;3.27;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;30-03-2021;3 Tahun 6 Bulan;20203;3.57;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;28-09-2021;4 Tahun 0 Bulan;20211;3.96;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;30-03-2021;3 Tahun 6 Bulan;20203;3.43;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-02-2021;3 Tahun 5 Bulan;20203;3.69;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;23-02-2021;3 Tahun 5 Bulan;20203;3.64;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;26-07-2021;3 Tahun 10 Bulan;20204;3.26;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;10-02-2021;3 Tahun 5 Bulan;20203;3.91;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;23-02-2021;3 Tahun 5 Bulan;20203;3.67;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;31-03-2021;3 Tahun 6 Bulan;20203;3.58;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;26-07-2021;3 Tahun 10 Bulan;20204;3.38;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;17-05-2021;3 Tahun 8 Bulan;20204;3.73;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;06-05-2021;3 Tahun 8 Bulan;20203;3.6;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;30-07-2021;3 Tahun 10 Bulan;20204;3.5;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-06-2021;3 Tahun 9 Bulan;20204;3.68;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;08-06-2021;3 Tahun 9 Bulan;20204;3.61;SNMPTN;1000000;2;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;16-06-2021;3 Tahun 9 Bulan;20204;3.66;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;14-06-2021;3 Tahun 9 Bulan;20204;3.66;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;14-06-2021;3 Tahun 9 Bulan;20204;3.79;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;18-08-2021;3 Tahun 11 Bulan;20211;3.58;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;04-08-2021;3 Tahun 11 Bulan;20204;3.44;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;01-03-2021;3 Tahun 6 Bulan;20203;3.73;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;18-08-2021;3 Tahun 11 Bulan;20211;3.52;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-07-2021;3 Tahun 10 Bulan;20204;3.47;SNMPTN;1000000;2;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;23-06-2021;3 Tahun 9 Bulan;20204;3.86;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;18-08-2021;3 Tahun 11 Bulan;20211;3.55;SNMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;30-03-2021;3 Tahun 6 Bulan;20203;3.49;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;29-04-2021;3 Tahun 7 Bulan;20203;3.74;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;15-10-2021;4 Tahun 1 Bulan;20211;3.15;SNMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;15-06-2021;3 Tahun 9 Bulan;20204;3.49;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;18-08-2021;3 Tahun 11 Bulan;20211;3.11;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;20-04-2021;3 Tahun 7 Bulan;20203;3.76;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;29-09-2021;4 Tahun 0 Bulan;20211;3.34;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;15-04-2021;3 Tahun 7 Bulan;20203;3.69;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-06-2021;3 Tahun 9 Bulan;20204;3.78;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;15-06-2021;3 Tahun 9 Bulan;20204;3.68;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;18-03-2021;3 Tahun 6 Bulan;20203;3.54;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;16-06-2021;3 Tahun 9 Bulan;20204;3.48;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;23-03-2021;3 Tahun 6 Bulan;20203;3.56;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;07-07-2021;3 Tahun 10 Bulan;20204;3.44;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;13-09-2021;4 Tahun 0 Bulan;20211;3.65;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;03-06-2021;3 Tahun 9 Bulan;20204;3.37;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;19-08-2021;3 Tahun 11 Bulan;20211;3.41;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;02-03-2021;3 Tahun 6 Bulan;20203;3.64;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;01-04-2021;3 Tahun 7 Bulan;20203;3.66;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;25-08-2021;3 Tahun 11 Bulan;20211;3.66;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;29-03-2021;3 Tahun 6 Bulan;20203;3.79;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;28-06-2021;3 Tahun 9 Bulan;20204;3.65;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;18-10-2021;4 Tahun 1 Bulan;20211;3.36;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;14-07-2021;3 Tahun 10 Bulan;20204;3.61;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;23-07-2021;3 Tahun 10 Bulan;20204;3.73;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;30-09-2021;4 Tahun 0 Bulan;20211;3.43;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;23-07-2021;3 Tahun 10 Bulan;20204;3.49;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;16-09-2021;4 Tahun 0 Bulan;20211;3.21;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;02-08-2021;3 Tahun 11 Bulan;20204;3.54;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;09-08-2021;3 Tahun 11 Bulan;20211;3.61;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;19-07-2021;3 Tahun 10 Bulan;20204;3.6;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-05-2021;3 Tahun 8 Bulan;20203;3.7;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;09-08-2021;3 Tahun 11 Bulan;20211;3.61;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;07-07-2021;3 Tahun 10 Bulan;20204;3.8;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-03-2021;3 Tahun 6 Bulan;20203;3.74;SNMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;29-06-2021;3 Tahun 9 Bulan;20204;3.52;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;19-07-2021;3 Tahun 10 Bulan;20204;3.66;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;19-08-2021;3 Tahun 11 Bulan;20211;3.43;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;08-07-2021;3 Tahun 10 Bulan;20204;3.5;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;03-09-2021;4 Tahun 0 Bulan;20211;3.14;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;22-06-2021;3 Tahun 9 Bulan;20204;3.39;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;18-08-2021;3 Tahun 11 Bulan;20211;3.44;SNMPTN;1000000;2;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;18-02-2021;3 Tahun 5 Bulan;20203;3.85;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;19-08-2021;3 Tahun 11 Bulan;20211;3.54;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;03-08-2021;3 Tahun 11 Bulan;20204;3.59;SNMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;22-02-2021;3 Tahun 5 Bulan;20203;3.29;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;06-05-2021;3 Tahun 8 Bulan;20203;3.81;SNMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;17-06-2021;3 Tahun 9 Bulan;20204;3.48;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;22-04-2021;3 Tahun 7 Bulan;20203;3.57;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-02-2021;3 Tahun 5 Bulan;20203;3.41;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;13-10-2021;4 Tahun 1 Bulan;20211;3.3;SNMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;15-07-2021;3 Tahun 10 Bulan;20204;3.66;SNMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;17-05-2021;3 Tahun 8 Bulan;20204;3.5;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;08-09-2021;4 Tahun 0 Bulan;20211;3.11;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;15-09-2021;4 Tahun 0 Bulan;20211;3.3;SNMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;12-08-2021;3 Tahun 11 Bulan;20211;3.58;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;05-07-2021;3 Tahun 10 Bulan;20204;3.63;SNMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;25-02-2021;3 Tahun 5 Bulan;20203;3.69;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;07-04-2021;3 Tahun 7 Bulan;20203;3.43;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;BUDHA;23-02-2021;3 Tahun 5 Bulan;20203;3.86;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;22-02-2021;3 Tahun 5 Bulan;20203;3.79;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;13-07-2021;3 Tahun 10 Bulan;20204;3.64;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;18-03-2021;3 Tahun 6 Bulan;20203;3.54;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;19-02-2021;3 Tahun 5 Bulan;20203;3.46;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;KATOLIK;22-04-2021;3 Tahun 7 Bulan;20203;3.7;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;17-03-2021;3 Tahun 6 Bulan;20203;3.57;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;KATOLIK;22-04-2021;3 Tahun 7 Bulan;20203;3.61;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;30-07-2021;3 Tahun 10 Bulan;20204;3.7;SBMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;28-07-2021;3 Tahun 10 Bulan;20204;3.67;SBMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;23-09-2021;4 Tahun 0 Bulan;20211;3.53;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;03-08-2021;3 Tahun 11 Bulan;20204;3.53;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;06-07-2021;3 Tahun 10 Bulan;20204;3.6;SBMPTN;1800000;4;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;21-09-2021;4 Tahun 0 Bulan;20211;3.43;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;19-04-2021;3 Tahun 7 Bulan;20203;3.59;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-09-2021;4 Tahun 0 Bulan;20211;3.73;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;13-04-2021;3 Tahun 7 Bulan;20203;3.85;SBMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-03-2021;3 Tahun 6 Bulan;20203;3.56;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;26-08-2021;3 Tahun 11 Bulan;20211;3.65;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;04-03-2021;3 Tahun 6 Bulan;20203;3.67;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;19-03-2021;3 Tahun 6 Bulan;20203;3.71;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;25-06-2021;3 Tahun 9 Bulan;20204;3.51;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;19-02-2021;3 Tahun 5 Bulan;20203;3.7;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;18-08-2021;3 Tahun 11 Bulan;20211;3.46;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;22-04-2021;3 Tahun 7 Bulan;20204;3.84;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;07-04-2021;3 Tahun 7 Bulan;20203;3.35;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;06-05-2021;3 Tahun 8 Bulan;20203;3.23;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;15-03-2021;3 Tahun 6 Bulan;20203;3.79;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;14-07-2021;3 Tahun 10 Bulan;20204;3.64;SBMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;01-07-2021;3 Tahun 10 Bulan;20204;3.28;SBMPTN;2000000;5;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;29-07-2021;3 Tahun 10 Bulan;20204;3.63;SBMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;22-06-2021;3 Tahun 9 Bulan;20204;3.59;SBMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;24-06-2021;3 Tahun 9 Bulan;20204;3.54;SBMPTN (BIDIK MISI);2400000;NULL;Non UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;10-02-2021;3 Tahun 5 Bulan;20203;3.83;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;15-07-2021;3 Tahun 10 Bulan;20204;3.59;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;12-08-2021;3 Tahun 11 Bulan;20211;3.45;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;25-03-2021;3 Tahun 6 Bulan;20203;3.45;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;11-06-2021;3 Tahun 9 Bulan;20204;3.42;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;08-03-2021;3 Tahun 6 Bulan;20203;3.61;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;ISLAM;03-06-2021;3 Tahun 9 Bulan;20204;3.5;SBMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;25-03-2021;3 Tahun 6 Bulan;20203;3.38;SBMPTN;2300000;6;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;05-04-2021;3 Tahun 7 Bulan;20203;3.31;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;01-03-2021;3 Tahun 6 Bulan;20203;3.5;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;PROTESTAN;07-05-2021;3 Tahun 8 Bulan;20204;3.51;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;PROTESTAN;24-06-2021;3 Tahun 9 Bulan;20204;3.46;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;P;ISLAM;16-06-2021;3 Tahun 9 Bulan;20204;3.66;SBMPTN;1500000;3;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;BUDHA;30-07-2021;3 Tahun 10 Bulan;20204;3.39;SBMPTN;2500000;7;UKT
S-1;HUKUM;Eksakta;Ilmu Hukum;L;BUDHA;23-03-2021;3 Tahun 6 Bulan;20203;3.77;SBMPTN;2500000;7;UKT
